id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
Akin13,Dutchess,art,Peekskill,10566,Beacon events,,,,,,fb,,,,
Akin14,Dutchess,art,Pawling,12564,Arts East,aos,tours,aos,art center,ac,bf,,,,
,,,,,,,agriculture,c-t,**,,,,,,
,,,,,,,artist,a,,,,,,,
Akin15,Dutchess,art,Dover Plains,12522,museums,v-mu,museums,v-mu,concerts,mc,Arts Mid-Hudson web,local newspapers.,,,
,,,,,openings,ago,gallery openings,ago,theater,t,,,,,
,,,,,galleries,ag,concerts,mc,,,,,,,
,,,,,studios,aos,,,,,,,,,
,,,,,art tours,mc,,,,,,,,,
,,,,,concerts,t,,,,,,,,,
,,,,,summer stock theater,,,,,,,,,,
Akin16,Dutchess,art,Poughquag,12570,art shows,as,Chance theater,v-com,events for seniors and children,ke,,PoJo,,,
,,,,,,,Mid-Hudson Heritage Center,v-multi,,,,recommendations,,,
,,,,,,,Bardavon,v-multi,,,,,,,
,,,,,,,Mid-Hudson Civic Center.,v-multi,,,,,,,
Akin17,Dutchess,art,Holmes,12531,dance,d,childrens events,ke,theaters for dance,v-mp,PoJo,Chronogram,,,
,,,,,art,a,wine and food festivals,,music,,,NY Times,,,
,,,,,theater,t,art shows,,relationship with Quebec,,,NY Arts **Mag?,,,
,,,,,,,,,,,,recommendations,,,
Akin18,Dutchess,art,Peekskill,12566,Akin Free Library,v-lib,Beacon,c-tr,art,,,eblasts from various venues,,,
,,,,,Hudson CCCA Gallery,vc,Hudson windows,c-tr,lectures about art and collecting,,,,,,
,,,,,,ag,,,artist talks,,,,,,
Akin19,Dutchess,art,"NY, NY",10021,DIA,am,DIA,am,,,,Chronogram,,,
,,,,,,,Olana,c-t,,,,recommendations,,,
Akin20,Dutchess,art,Dover Plains,12522,Mid,v-multi,Mid-Hudson Heritage Center,v-multi,local newspapers,,Arts Mid-Hudson web,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Millbrook Winery Art in the Loft,c-tf,,,,,,,,,
,,,,,Dutchess County Fair,ac,,,,,,,,,
,,,,,Arts East and open studio tours,v-multi,,,,,,,,,
,,,,,Akin Free Library,aos,,,,,,,,,
,,,,,Barrett Art Center,v-lib,,,,,,,,,
,,,,,,ac,,,,,,,,,
Akin21,Dutchess,art,Pawling,12564,Towne Crier,v-com,Akin Free Library,v-lib,music venue,vm,,NY Times,,,
,,,,,Bardavon,v-multi,Clearwater festival,fm,,,,,,,
,,,,,Mid,v-multi,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
Akin22,Dutchess,art,Tarrytown,10591,Akin Free Library,v-lib,,,,,,,,,
,,,,,Beacon 2nd saturday,aos,,,,,,,,,
,,,,,,c-tr,,,,,,,,,
Akin23,Dutchess,art,"Virginia Beach, VA",23455,,,,,,,,,,,
Akin24,Dutchess,art,Wassaic,12592,Akin Free Library,v-lib,pop-up gallery's,ag,student participating with adults,,fb,recommendations from Cindy Snow,,,
,,,,,HVA,aos,Arts East Tour,aos,theater,,,,,,
,,,,,Arts East Tour,,public art display,as,music,,,,,,
,,,,,,,new events - Dragon Boat race,f-cult,art,,,,,,
Akin25,Dutchess,art,Wassaic,12592,drumming,aos,Arts East Tour,aos,sing-a-long,,Arts Mid-Hudson,fb,,,
,,,,,Dragon Boat races,,Art Along the Hudson,aos,singing group,,postcards,PoJo,,,
,,,,,,,Hudson Valley Folk Guild,**,resource center,,posters,WKZE,,,
Akin26,Dutchess,art,Dover ,12522,the ones which find me,,Beacon,c-tr,programs for kids,kac,DIA website,,,,
,,,,,,,Wassaic Project,fa,,,,,,,
rh01,Dutchess,,"Shelton, CT",6484,arts,a,theater,t,"
",,FB,,,,
,,,,,crafts,ag-cft,,,,,,,,,
,,,,,theater,t,,,,,,,,,
rh02,Dutchess,,Poughkeepsie,12603,theater,t,Bardavon,v-multi,independent cinema on main st,v-flm,web: Big Gay Hudson Valley,Chronogram,,,
,,,,,burlesque,**,Cunneen-Hackett,v-mp,,,,Arts Mid-Hudson,,,
,,,,,photography,ag-photo,UPAC,v-multi,,,,,,,
rh03,Dutchess,,"NY, NY",10021,Vassar,vc,Millbrook Winery,c-tf,museuam of local folklore,v-mu,web: Arts Mid-Hudson,Channel 7 -**ABC NY?,,,
,,,,,Lehman Loeb Art Center,ag,,,,,fb,Church of Christ Scientist,,,
,,,,,,,,,,,,Millbrook,,,
rh04,Dutchess,,"NY, NY",10956,antique fairs,**,summer theater,ts,theater,t,web :hv events**? ,,,,
,,,,,craft fairs,ag-cft,,,,,,,,,
rh05,Dutchess,,"Saugerties
",12477,,,,,heater,t,google,,,,
rh06,Dutchess,,Woodstock,12498,Woodstock Film Fest,f-flm,art in Rhinebeck,a,,,newsletters,,,,
,,,,,WAAM,agrp,Saugerties,,,,,,,,
,,,,,,,Woodstock,,,,,,,,
rh07,Dutchess,,Kingston,12401,,,handcrafted items,ag-cft,,,newspapers,info center on NY State Thruway,,,
,,,,,,,music events,vm,,,,,,,
rh08,Dutchess,,Kingston,12401,Maverick concerts,vm,Bardavon,v-multi,chamber orchestra - more accessable and afordable,mg-chm,postcards,,,,
,,,,,Woodstock Playhouse,mv,Maverick,vm,,,,,,,
,,,,,SUNY Piano Festival,vt,Bethel (classical),vm,,,,,,,
,,,,,,fm,,,,,,,,,
rh09,Dutchess,,Chatham,12115,opera simulcasts,mg-o,opera,mg-o,,,,,,,
,,,,,T&S,v-multi,movies,v-flm,,,,,,,
,,,,,Hudson,af,,,,,,,,,
,,,,,craft fairs,cft,,,,,,,,,
rh10,Dutchess,,Milan,12541,art,a,,,dance theater,vd,,,,,
,,,,,music,m,,,craft fairs,cft,,,,,
,,,,,outdoor fairs,v-out,,,,,,,,,
rh11,Dutchess,,,,New Paltz,as,art,a,you have theater and art in your area,,newspapers,,,,
,,,,,Woodstock show,v-ch,wood,ag-g,sculpture Red Hook,,,,,,
,,,,,Centre Church music,m,glass,ag-cer,Bard College theater,,,,,,
,,,,,Windham,,ceramic,ag-w,art,,,,,,
rh12,Dutchess,,Wallkill,12589,,,music,m,,,web: hv event sites,email from artists directly,,,
,,,,,,,craft shows,cft,,,fb,recommendations,,,
,,,,,,,,as,,,local flyers,,,,
rh13,Dutchess,,Cornwall on Hudson,12518,music,m,music,m,performing arts center,ac,hv events**?,recommendations,,,
,,,,,art fairs,af,craft shows,cft,,v-multi,newspapers,,,,
,,,,,craft fairs,cft,,as,,,,,,,
rh14,Dutchess,,Somers,10589,Lynbrook,**,Lynbrook,**,,,email,,,,
,,,,,Rhinebeck,c-tr,Rhinebeck,c-tr,,,,,,,
,,,,,Woodstock,af,Woodstock-New Paltz Arts and Crafts Fair,af,,,,,,,
,,,,,New Paltz Arts and Crafts Fair,cft,,cft,,,,,,,
rh15,Dutchess,,Red Hook,12571,orchestra,mc,annual art tour,aos,more music,m,free weeklies,,,,
,,,,,music at Bard College,v-multi,,,,,,,,,
,,,,,Bardavon,am,,,,,,,,,
,,,,,art museums,,,,,,,,,,
rh16,Dutchess,,Scarsdale,10583,Rhinebeck Arts Festival,af,,,,,,,,,
rh17,Dutchess,,Staatsburg,12580,,,cinema,v-flm,vintage movies,v-flm,,,,,
,,,,,,,music (classical),mc,,,,,,,
,,,,,,,art shows,as,,,,,,,
rh18,Dutchess,,Woodstock,12498,art openings,ke,,,more kids events,ke,,,,,
,,,,,kids events,,,,theater,kt,,,,,
,,,,,nature walks,,,,,,,,,,
rh19,Dutchess,,Slingerlands,12159,Rhinebeck Arts Festival,af,,,,,newspaper,,,,
rh20,Dutchess,,Highland ,12528,historical sites,c-th,,,children arts,ka,,recommendations,,,
,,,,,live music,m-live,,,,,,,,,
rh21,Dutchess,,Kingston,12401,Rhinebeck Arts Festival,af,,,drive-in,ka,,recommendations,,,
,,,,,Woodstock Film Festival,f-film,,,arts for children,,,,,,
rh22,Dutchess,,Highland ,12528,painting,a,opera in movie theaters,mg-o,professional ballet,,,New Paltz Times,,,
,,,,,arts,cft,group shows for painters,as,opera,,,,,,
,,,,,crafts,,,,,,,,,,
rh23,Dutchess,,Stanfordville ,12581,Red Hook Community Arts Network,af,open studio tours,aos,,,tourism,,,,
,,,,,Barrett Art Center,ac,,,,,fb,,,,
,,,,,local shows,as,,,,,,,,,
rh24,Dutchess,,Sleepy Hollow,10591,,,historic and cultural,c-th,music,,hv web **?,,,,
,,,,,,,,,,,twitter,,,,
rh25,Dutchess,,Poughkeepsie,12601,gallery,ag,Art Centro,ac,public glass studio,,web: Arts Mid-Hudson,,,,
,,,,,movies,v-flm,Mid-Hudson Heritage Center,aed,,,Upstate Films,,,,
,,,,,music,fm,Upstate Films,v-multi,,,,,,,
,,,,,festivals,,,v-flm,,,,,,,
rh26,Dutchess,,Ellenville,12428,Rhinebeck Arts Festival,af,festivals,f,,,,Chronogram,,,
,,,,,galleries,ag,,,,,,Hudson Valley Magazine,,,
rh27,Dutchess,,"Keyport, NY",7735,craft fairs,f,,,art development for all ages,,,"
",,,
,,,,,concerts,cft,,,,,,,,,
,,,,,,mc,,,,,,,,,
rh28,Dutchess,,Rhinebeck,12572,Upstate Films,v-flm,Upstate Films,v-flm,,,,WAMC,,,
,,,,,Bardavon,v-multi,Bardavon,v-multi,,,,WKZE recommendations,,,
,,,,,,,time and space ltd,vt,,,,,,,
,,,,,,,drive in,v-mo,,,,,,,
,,,,,,,,p,,,,,,,
rh29,Dutchess,,"Shelton, CT",6484,arts,a,arts,a,more plays,tl,,,,,
,,,,,crafts,cft,crafts,cft,,,,,,,
,,,,,plays,t,plays,t,,,,,,,
,,,,,caa,**,,,,,,,,,
rh30,Dutchess,,Ithaca,14850,Rhinebeck Arts Festival,af,arts festivals,af,,,,,,,
,,,,,galleries,ag,,,,,,,,,
rh31,Dutchess,,Cortland Manor ,10567,FDR home,c-th,Wall Street Jazz Festival,mf,,,,,,,
,,,,,shops in small towns,cft,outdoor orchestral performance,mg-j,,,,,,,
,,,,,craft shows,,,mc,,,,,,,
,,,,,,,,v-out,,,,,,,
rh32,Dutchess,,Stone Ridge,12484,,,lectures,**,museum,am,,,,,
,,,,,,,performances,p,arts center,ac,,,,,
,,,,,,,art shows,as,,,,,,,
rh33,Dutchess,,Floral Park,11001,Rhinebeck,c-tr,,,,,,,,,
acas-01,Dutchess,,Chatham,12037,Catskill Jazz Factory,fm,all,ke,organizations working in Schools,,,,,,
,,,,,,,particularly those that involve youth,,,,,,,,
acas-02,Dutchess,,Verbank,12585,Storm King Arts Center,ag,Bard College,vc,interative art studios that cater to children and adults,ka,,,,,
,,,,,Bardavon,ag-s,DIA,am,,ked,,,,,
,,,,,Boscobel,v-multi,Cary Institute,**,,,,,,,
,,,,,,f-lt,all music generas,m,,,,,,,
,,,,,,,painting,a,,,,,,,
,,,,,,,drawing,a,,,,,,,
,,,,,,,sculpture,ag-s,,,,,,,
acas-03,Dutchess,,Kingston,12401,Music in the Park,v-out,music,m,music events,,,,,,
,,,,,*schools,vs,,,plays,,,,,,
,,,,,plays,t,,,professionals,,,,,,
acas-04,Dutchess,,Millbrook,12545,music,m,library events,v-lib,large user friendly sculpture park,,,,,,
,,,,,sculputre,ag-s,fairs,f,,,,,,,
,,,,,plays,t,sculpture parks,ag,,,,,,,
,,,,,,,,ag-s,,,,,,,
acas-05,Dutchess,,Pawling,12564,art shows,as,art shows,as,theater,,,,,,
,,,,,musical performances,m,musical performances,m,less expensive music clubs,,,,,,
acas-06,Dutchess,,Clinton Corners,12514,theater,t,theaters,vt,shared community arts center in every town that could accomodate theater,,,,,,
,,,,,concerts,mc,community spaces,**,dance,,,,,,
,,,,,festivals,f,,,music,,,,,,
,,,,,dance,d,,,visual art studios. a space where individuals could hold classes and groups could hold performances,,,,,,
acas-07,Dutchess,,Hopewell Junction,12533,music,m,"anything that gets community involved
",,a wide variets,,,,,,
,,,,,theater,t,,,,,,,,,
acas-08,Dutchess,,Rhinecliff,12574,Morton Memorial Library,v-lib,book readings and signings,lr,,,,,,,
,,,,,Rhinecliff,,,,,,,,,,
,,,,,Upstate Films,v-flm,,,,,,,,,
,,,,,art openings,lr,,,,,,,,,
,,,,,book readings,,,,,,,,,,
acas-09,Dutchess,,Millbrook,12545,Bardavon,v-mulit,plays,t,broadway shows,,,,,,
,,,,,Cunneen,v-mp,,,,,,,,,
,,,,,Hackett,,,,,,,,,,
acas-10,Dutchess,,Millbrook,12545,concerts,mc,plays,t,art museum,am,,,,,
,,,,,Bardavon,v-multi,concerts,mv,,,,,,,
acas-11,Dutchess,,New Milford. CT,6776,arts,a,arts,a,art shows,as,,,,,
,,,,,music,m,music,m,jazz bands,mg-j,,,,,
,,,,,musicals,mg-mus,musicals,mg-mus,cultural dances,d,,,,,
acas-12,Dutchess,,Dover Plains,12522,Art Shows,as,arts,a,,,,,,,
,,,,,openings,ago,music,m,,,,,,,
,,,,,concerts,mc,,,,,,,,,
,,,,,music events,,,,,,,,,,
acas-13,Dutchess,,Clinton Corners,12514,jazz concerts,mc,Bard College,vc,,,,,,,
,,,,,performances at Bard College,mg-j,CIA,c-tf,,,,,,,
,,,,,historic houses,vc,Maverick,vm,,,,,,,
,,,,,CIA,c-th,,,,,,,,,
,,,,,,c-tf,,,,,,,,,
acas-14,Dutchess,,Stanfordville,12581,music,m,"
",,art and music center for children,ka,,,,,
,,,,,art,a,,,,km,,,,,
,,,,,celebration,,,,,,,,,,
acas-15,Dutchess,,Millbrook,12545,live music,m-live,Bandshell concerts - Thorne Building,mc,cultural arts center in Millbrook with performing arts,,,,,,
,,,,,live theater,tl,library events,v-out,,,,,,,
,,,,,,,Millbrook New Year's Eve,v-lib,,,,,,,
,,,,,,,Bardavon,f-out,,,,,,,
,,,,,,,Bard College,v-multi,,,,,,,
,,,,,,,Vassar,vc,,,,,,,
,,,,,,,Half-Moon Theater,vc,,,,,,,
,,,,,,,,vt,,,,,,,
,,,,,,,,tc,,,,,,,
acas-16,Dutchess,,Millbrook,12545,Bandshell concerts Thorne Building,mc,music,m,performing arts center,,,,,,
,,,,,Millbrook New Year's Eve,v-out,theatrical performance,tl,,,,,,,
,,,,,Half,f-out,,,,,,,,,
,,,,,Moon Theater,vt,,,,,,,,,
,,,,,,tc,,,,,,,,,
acas-17,Dutchess,,Amenia,12501,classical music,mg-c,Bard College,vc,music,m,,,,,
,,,,,theater,t,Vassar,vc,,,,,,,
,,,,,jazz,mg-j,Center for the Performing Arts at Rhinebeck,,,,,,,,
acas-18,Dutchess,,Amenia,12501,Millbrook Summer Concerts Thorne Building,a-cs,concerts,mc,,,,,,,
,,,,,,,music,m,,,,,,,
acas-19,Dutchess,,Poughkeepsie,12603,assorted,,,,,,,,,,
acas-20,Dutchess,,"Millbrook
",12545,concerts,mc,,,theater,t,,,,,
,,,,,plays,t,,,,,,,,,
,,,,,dance,d,,,,,,,,,
acas-21,Dutchess,,"Millbrook
",12545,concerts,mc,,,,,,,,,
,,,,,art exhibitions,as,,,,,,,,,
acas-22,Dutchess,,NY,12569,art,a,Bardavon,v-multi,,,,,,,
,,,,,concerts,mc,art,a,,,,,,,
,,,,,,,Vassar,vc,,,,,,,
,,,,,,,childrens projects,ka,,,,,,,
,,,,,,,,kac,,,,,,,
acas-23,Dutchess,,Verbank,12585,Center for the Performing Arts at Rhinebeck  ,vt,childrens events,ke,,,,,,,
,,,,,,,plays,kt,,,,,,,
,,,,,,,music,,,,,,,,
acas-24,Dutchess,,,10012,,,,,children's art museum,kmu,,,,,
acas-25,Dutchess,,"Town of Poughkeepsie
",12603,art,a,art,a,art classes open to public,aed,,,,,
,,,,,Mill Street Loft,ac,receptions,ago,,,,,,,
,,,,,,,musical events,m,,,,,,,
acas-26,Dutchess,,Millbrook,12545,music,m,all are important,,music,ke,,,,,
,,,,,,,,,children-family centered events,e-fam,,,,,
acas-27,Dutchess,,Millbrook,12545,concerts,mc,Boscobel,vm,concerts,mc,,,,,
,,,,,plays,t,Half-Moon Theater,t,,,,,,,
,,,,,,,,tc,,,,,,,
acas-28,Dutchess,,Millbrook,12545,concerts,mc,all are important,,dance,,,,,,
,,,,,art shows,as,,,movies,,,,,,
,,,,,,,,,art,,,,,,
,,,,,,,,,music,,,,,,
acas-29,Dutchess,,Hyde Park,12538,,,all are important,,arts,,,,,,
acas-30,Dutchess,,"Town of Poughkeepsie
",12603,Summer Concert & Winter Concert Thorne,m-cs,music,m,covered pavilion with seating,,,,,,
,,,,,Millbrook New Year's Eve,c-t,museums,v-mu,,,,,,,
,,,,,,,historic homes,c-th,,,,,,,
acas-31,Dutchess,,"Sherman, CT",6784,school art show,vs,music,m,,,,,,,
,,,,,music,as,art,a,,,,,,,
,,,,,dance,mc,holiday shows,**,,,,,,,
,,,,,holiday shows,c-t,,,,,,,,,
acas-32,Dutchess,,Amenia,12501,musical (violins and strings),mc,"classical music
",mc,performance space,,,,,,
acas-33,Dutchess,,Millbrook,12545,Bardavon,v-multi,music,m,local theatre,,,,,,
,,,,,UPAC,v-multi,,,plays,,,,,,
,,,,,Stringendo,e-loc,,,dance,,,,,,
,,,,,local theatre,t,,,,,,,,,
,,,,,plays,lr,,,,,,,,,
,,,,,book reading,mc,,,,,,,,,
,,,,,concerts,,,,,,,,,,
acas-34,Dutchess,,Lagrangeville,12540,Bardavon,v-multi,plays,t,dinner theater,**,,,,,
,,,,,,,concerts,mc,,,,,,,
acas-35,Dutchess,,Staffordville,12581,Shanihan's Gallery Rhinebeck,ag,Sinterklaas,c-t,outdoor theater,v-out,,,,,
,,,,,Bardavon,v-multi,Frances Lehman Loeb Art Center,am,modern dance venue,t,,,,,
,,,,,Mid,kmu,Bard College,ag,,**,,,,,
,,,,,Hudson Children's Museum,,,vc,,,,,,,
acas-36,Dutchess,,Millbrook,12545,galleries,ag,all are important,,more art exhibitions,as,,,,,
,,,,,Bardavon,v-multi,,,music,m,,,,,
,,,,,,,,,theater,t,,,,,
acas-37,Dutchess,,Hyde Park,12538,concert in parks,v-out,historic tours,c-th,dance,d,,,,,
,,,,,cultural fairs,mc,musical events,m,concerts,mc,,,,,
,,,,,historic tours,f-cult,,,opera,mg-o,,,,,
,,,,,,c-th,,,,,,,,,
acas-38,Dutchess,,Hyde Park,12538,Northern Dutchess Symphony Orchestra,mc,,,international dance,,,,,,
,,,,,Bard College,mg-sy,,,,,,,,,
,,,,,UPAC,vc,,,,,,,,,
,,,,,,v-multi,,,,,,,,,
acas-39,Dutchess,,Rhinebeck,12572,classical music concerts,mc,concerts,mc,dinner theater,**,,,,,
,,,,,,,chamber music,mg-chm,,,,,,,
,,,,,,,plays,t,,,,,,,
acas-40,Dutchess,,Hyde Park,12538,concerts,mc,Northern Dutchess Symphony Ochestra,mc,childrens programs,kac,,,,,
,,,,,Sheep and Wool Festival,f-out,Bardavon,v-multi,activities,,,,,,
,,,,,juried arts festivals,f-cult,Center for the Performing Arts at Rhinebeck,vt,,,,,,,
,,,,,plays,,County Players,vcom,,,,,,,
acas-41,Dutchess,,Hyde Park,12538,music,m,live music,m-live,,,,,,,
,,,,,art,as,poetry,lp,,,,,,,
acas-42,Dutchess,,Ulster Park,12487,Northern Dutchess Symphony Orchestra,mc,music,m,,,,,,,
acas-43,Dutchess,,Ulster Park,12487,concerts,mc,concerts,mc,music,m,,,,,
acas-44,Dutchess,,Rhinebeck,12572,orchestra,mc,Bard College,vc,"church choir 
",v-ch,,,,,
,,,,,opera,mg-o,Time and Space Limited Hudson,v-flm,,,,,,,
,,,,,choral,**,,,,,,,,,
acas-45,Dutchess,,Poughkeepsie,12602,Bardavon,v-multi,variety is important,,have quiet a bit here,,,,,,
"acas-46
",Dutchess,,Amenia,12501,Northern Dutchess Symphony Orchestra,mc,music,m,theatre,t,,,,,
,,,,,,vm,art,a,,,,,,,
acas-47,Dutchess,,Amenia,12501,Dutchess County Orchestra,mc,all,,theatre,t,,,,,
,,,,,museums,vm,,,,,,,,,
acas-48,Dutchess,,Fishkill,12524,concerts,mc,all,,more of what we have already!,,,,,,
,,,,,festivals,f,,,,,,,,,
,,,,,musicals,mg-mus,,,,,,,,,
acas-49,Dutchess,,Wappingers Falls,12590,concerts,mc,music,m,"concert hall
",vm,,,,,
,,,,,art,a,art,a,,,,,,,
acas-50,Dutchess,,Staatsburg,12580,classical music concerts,mc,music,m,broadway musicals,mg-mus,,,,,
,,,,,,,art shows,as,,,,,,,
,,,,,,,art museums,am,,,,,,,
acas-51,Dutchess,,Wappingers Falls,12590,music,m,concerts,mc,,,,,,,
,,,,,,,Bard College,vc,,,,,,,
,,,,,,,Vassar,vc,,,,,,,
acas-52,Dutchess,,,12541,Northern Dutchess Symphony Orchestra,mc,concerts,mc,,,,,,,
,,,,,Boscobel,mg-sy,plays,t,,,,,,,
,,,,,,vt,,,,,,,,,
acas-52,Dutchess,,"Sheffield, Mass",1257,music,m,music,m,symphony orchestra,mc,,,,,
,,,,,art shows,as,art shows,as,,,,,,,
acas-54,Dutchess,,"Bellefonte, PA",16823,,,symphony,mc,musical,mg-mus,,,,,
,,,,,,,musicals,mg-sy,,,,,,,
,,,,,,,ballet,mg-mus,,,,,,,
,,,,,,,,db,,,,,,,
acas-55,Dutchess,,"Hyde Park
",12538,plays,t,,,community theater,,,,,,
,,,,,music concerts,m,,,,,,,,,
,,,,,,mc,,,,,,,,,
acas-56,Dutchess,,"Saugerties
",12477,musicals,mg-mus,"symphony
",mg-sy,musicals,mg-mus,,,,,
acas-57,Dutchess,,Staatsburg,12580,Center for the Performing Arts at Rhinebeck,vt,,,broadway type theaters,,,,,,
,,,,,Bardavon,v-multi,,,plays,,,,,,
,,,,,Bethel Woods,vm,,,musical events,,,,,,
,,,,,,,,,art museums,,,,,,
acas-58,Dutchess,,Town of Poughkeepsie,12603,concerts,mc,concerts,mc,,,,,,,
,,,,,plays,t,plays,t,,,,,,,
acas-59,Dutchess,,Poughkeepsie,12601,concerts,mc,orchestra concerts,mc,jazz bands,,,,,,
,,,,,plays,t,,t,,,,,,,
acas-60,Dutchess,,"Saugerties
",12477,opera,mg-o,,,,,,,,,
,,,,,theatre,t,,,,,,,,,
acas-61,Dutchess,,,12572,Northern Dutchess Symphony Orchestra,mc,live performance,p,,,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,,,,,,,,,
acas-62,Dutchess,,,12533,ballet,db,Bardavon,v-multi,,,,,,,
,,,,,classical concerts,mc,Daryl's House,v-com,,,,,,,
,,,,,plays,t,,vm,,,,,,,
,,,,,jazz concerts,mg-j,,,,,,,,,
acas-63,Dutchess,,Millbrook,12545,plays,t,youth perfomances,ke,,,,,,,
,,,,,concerts,mc,,,,,,,,,
,,,,,opera,mg-o,,,,,,,,,
,,,,,art shows,as,,,,,,,,,
acas-64,Dutchess,,Newburgh,12550,opera,mg-o,musicals,mg-mus,opera,mg-o,,,,,
,,,,,musicals,mg-mus,,,,,,,,,
acas-65,Dutchess,,Newburgh,12550,festivals,f,community growth based events,e-loc,Cirque du Solei,,,,,,
,,,,,plays,vt,,,,,,,,,
acas-66,Dutchess,,Cornwall on Hudson-on-Hudson,12520,Northern Dutchess Symphony Orchestra,mc,Bethel (in Dutchess),**,,,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,mg-sy,,,,,,,,,
,,,,,,vt,,,,,,,,,
acas-67,Dutchess,,Rhinebeck,12572,symphony,mg-sy,Northern Dutchess Symphony Orchestra,mc,,,,,,,
,,,,,chamber music,mg-chm,Mid-Hudson Symphony,mg-sy,,,,,,,
,,,,,art shows,as,Bard College music events,mg-sy,,,,,,,
,,,,,,,Vassar galleries,vc,,,,,,,
,,,,,,,,vc,,,,,,,
,,,,,,,,ag,,,,,,,
acas-68,Dutchess,,Red Hook,12571,Bard College concerts,vm,art,a,,,,,,,
,,,,,Northern Dutchess Symphony Orchestra,mc,symphony orchestras,ac,,,,,,,
,,,,,,mg-sy,dance,mg-sy,,,,,,,
,,,,,,,,d,,,,,,,
acas-69,Dutchess,,South Salem,10598,symphony,mg-sy,live music,m-live,large symphony orchestra playing repertory classics,,,,,,
,,,,,jazz,mg-j,art openings,ago,newly commissioned works,,,,,,
,,,,,art,a,,,,,,,,,
acas-70,Dutchess,,South Salem,10598,,,art,a,Summer jazz festival,,,,,,
acas-71,Dutchess,,,12487,musicals,mg-mus,events that welcome and encourage youth to get involved in arts,,,,,,,,
,,,,,classical,mc,,,,,,,,,
,,,,,orchestra,v-flm,,,,,,,,,
,,,,,firn art,am,,,,,,,,,
,,,,,museums,mg-o,,,,,,,,,
,,,,,opera,mg-mus,,,,,,,,,
,,,,,Broadway shows,m,,,,,,,,,
,,,,,choirs,,,,,,,,,,
acas-72,Dutchess,,New Windsor,12553,orchestra,mc,musicals,mg-mus,,,,,,,
,,,,,plays,t,,,,,,,,,
,,,,,musicals,mg-mus,,,,,,,,,
acas-73,Dutchess,,,12463,concerts,mc,music festivals,fm,,,,,,,
,,,,,festivals,f,events that celebrate uniqueness of region,**,,,,,,,
,,,,,,as,,,,,,,,,
acas-74,Dutchess,,,10512,plays,t,,,plays,t,,,,,
,,,,,musicals,m,,,musicals,mg-mus,,,,,
,,,,,comedy club,p-om,,,,,,,,,
acas-75,Dutchess,,,12463,concerts,mc,Clearwater Festival,fm,live theatre,tl,,,,,
,,,,,festivals,f,art walks,aos,art movies,v-flm,,,,,
,,,,,art events,as,,,foreign movies,v-flm,,,,,
,,,,,movies,v-flm,,,,,,,,,
acas-76,Dutchess,,Town of Poughkeepsie,12603,musc concerts,mc,music,m,,,,,,,
,,,,,art,a,theatre,t,,,,,,,
,,,,,Walkway Over the Hudson,c-tl,,,,,,,,,
,,,,,readings,lr,,,,,,,,,
,,,,,theatre,t,,,,,,,,,
,,,,,dance,d,,,,,,,,,
acas-77,Dutchess,,"Town of Poughkeepsie
",12603,musicals,mg-mus,,,more singing group activities,,,,,,
,,,,,classical,mg,,,,,,,,,
,,,,,orchestra,c,,,,,,,,,
,,,,,fine art,a,,,,,,,,,
,,,,,museums,am,,,,,,,,,
,,,,,opera,mg-o,,,,,,,,,
,,,,,broadway shows,m,,,,,,,,,
,,,,,choirs,,,,,,,,,,
trinity-01,Dutchess,,Poughkeepsie,12603,movies,v-flm,pleased with what is available,,open mics,,"PoJo
",,,,
,,,,,plays,t,,,sing alongs,,,,,,
,,,,,music,m,,,,,,,,,
,,,,,art,a,,,,,,,,,
trinity-02,Dutchess,,Plattekill,12589,Beacon Theater,vt,theatre,t,a bulding for the arts where artists could be developed and original pieces could be shown,,,,,,
,,,,,Trinity,vm,fill festivals,**,,,,,,,
,,,,,Pawling,,,,,,,,,,
,,,,,CP,**,art shows,as,,,,,,,
,,,,,BAU,**,music,m,,,,,,,
,,,,,film events,v-flm,,,,,,,,,
trinity-03,Dutchess,,Fishkill,12524,Powerhouse Theater,vt,Vassar Powerhouse Theater,vt,more theater,,,Chronogram,,,
,,,,,Rhinebeck Center for the Performing Arts,vt,,,,,,,,,
trinity-04,Dutchess,,Poughkeepsie,12603,plays,t,cuisine,c-tf,plays,kt,,,,,
,,,,,film,v-flm,live music,m-live,theater for kids to perform,,,,,,
,,,,,,,performance,p,,,,,,,
trinity-05,Dutchess,,Poughkeepsie,12601,Bardavon,v-multi,plays,t,,,,Dutchess County Tourism,,,
,,,,,Rail Trail,c-tl,fairs,f,,,,,,,
,,,,,Walkway Over the Hudson,v-mp,,,,,,,,,
,,,,,Cunneen,,,,,,,,,,
,,,,,Hackett,,,,,,,,,,
trinity-06,Dutchess,,"Worminster, PA",18974,,,community theater,t,art museums,,fb,,,,
,,,,,,,art in fairs,af,more theater,,Friends,,,,
trinity-07,Dutchess,,Hopewell Junction,12533,Cunneen,v-mp,plays,t,we have everything we need,,PoJo,,,,
,,,,,Hackett,,,,,,,,,,
